"","Task","Choice","RID","VERSION","IP","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","CV","av_A","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C","Order"
"X379.2",3,3,"422","8","c3.2.bc2f.2"," 500.108","0","3","SY1 2DL","1"," 2"," 3","2"," 2"," 2","1","0"," 100"," 1"," 1"," 1",NA,"11","10","10"," 8"," 9","10","10","4","3","0","0","1","4","2250","10","422","1",1,1,1,1491,373,0,0,0,50,40,1,5,10,0.5,1
"X379.3",4,1,"422","8","c3.2.bc2f.2"," 500.108","0","3","SY1 2DL","1"," 2"," 3","2"," 2"," 2","1","0"," 100"," 1"," 1"," 1",NA,"11","10","10"," 8"," 9","10","10","4","3","0","0","1","4","2250","10","422","1",1,1,1,1492,373,0,0,0,10,10,0.5,50,40,1,1
"X380",1,1,"424","8","f24.d4.d7.3"," 504.034","0","4","YO16 4DZ","1","-1"," 1","2"," 2"," 2","2","4"," 400"," 6","40"," 2",NA," 7"," 4"," 7"," 4"," 6"," 8"," 8","2","2","1","0","1","4","2750"," 8","424","0",1,1,1,1493,374,0,0,0,50,10,1,5,40,5,1
"X380.1",2,1,"424","8","f24.d4.d7.3"," 504.034","0","4","YO16 4DZ","1","-1"," 1","2"," 2"," 2","2","4"," 400"," 6","40"," 2",NA," 7"," 4"," 7"," 4"," 6"," 8"," 8","2","2","1","0","1","4","2750"," 8","424","0",1,1,1,1494,374,0,0,0,5,90,2.5,10,10,0.5,1
"X380.2",3,1,"424","8","f24.d4.d7.3"," 504.034","0","4","YO16 4DZ","1","-1"," 1","2"," 2"," 2","2","4"," 400"," 6","40"," 2",NA," 7"," 4"," 7"," 4"," 6"," 8"," 8","2","2","1","0","1","4","2750"," 8","424","0",1,1,1,1495,374,0,0,0,50,90,2.5,5,40,1,1
"X380.3",4,1,"424","8","f24.d4.d7.3"," 504.034","0","4","YO16 4DZ","1","-1"," 1","2"," 2"," 2","2","4"," 400"," 6","40"," 2",NA," 7"," 4"," 7"," 4"," 6"," 8"," 8","2","2","1","0","1","4","2750"," 8","424","0",1,1,1,1496,374,0,0,0,50,40,2.5,10,90,5,1
"X381",1,3,"381","8","8c2.93.70.a"," 764.324","0","3","L23 0RB","1"," 3"," 2","2"," 2"," 2","1","0"," 700"," 1"," 1"," 1",NA,"10"," 8","10"," 7"," 9","10","11","5","4","1","1","1","5","3500","10","381","1",1,1,1,1497,375,0,0,0,5,10,1,10,90,2.5,1
"X381.1",2,1,"381","8","8c2.93.70.a"," 764.324","0","3","L23 0RB","1"," 3"," 2","2"," 2"," 2","1","0"," 700"," 1"," 1"," 1",NA,"10"," 8","10"," 7"," 9","10","11","5","4","1","1","1","5","3500","10","381","1",1,1,1,1498,375,0,0,0,10,40,5,50,10,0.5,1
"X381.2",3,2,"381","8","8c2.93.70.a"," 764.324","0","3","L23 0RB","1"," 3"," 2","2"," 2"," 2","1","0"," 700"," 1"," 1"," 1",NA,"10"," 8","10"," 7"," 9","10","11","5","4","1","1","1","5","3500","10","381","1",1,1,1,1499,375,0,0,0,50,40,1,5,10,0.5,1
"X381.3",4,2,"381","8","8c2.93.70.a"," 764.324","0","3","L23 0RB","1"," 3"," 2","2"," 2"," 2","1","0"," 700"," 1"," 1"," 1",NA,"10"," 8","10"," 7"," 9","10","11","5","4","1","1","1","5","3500","10","381","1",1,1,1,1500,375,0,0,0,10,10,0.5,50,40,1,1
"X382",1,3,"412","8","ac.de.093.c"," 561.454","0","3","S60 2UR","1"," 3"," 1","2"," 2"," 2","2","4"," 900"," 8","60"," 2",NA,"11","10","11"," 9","10","10","10","4","3","1","1","1","3","2750"," 7","412","0",1,1,1,1501,376,0,0,0,50,10,1,5,40,5,1
"X382.1",2,2,"412","8","ac.de.093.c"," 561.454","0","3","S60 2UR","1"," 3"," 1","2"," 2"," 2","2","4"," 900"," 8","60"," 2",NA,"11","10","11"," 9","10","10","10","4","3","1","1","1","3","2750"," 7","412","0",1,1,1,1502,376,0,0,0,5,90,2.5,10,10,0.5,1
"X382.2",3,2,"412","8","ac.de.093.c"," 561.454","0","3","S60 2UR","1"," 3"," 1","2"," 2"," 2","2","4"," 900"," 8","60"," 2",NA,"11","10","11"," 9","10","10","10","4","3","1","1","1","3","2750"," 7","412","0",1,1,1,1503,376,0,0,0,50,90,2.5,5,40,1,1
"X382.3",4,3,"412","8","ac.de.093.c"," 561.454","0","3","S60 2UR","1"," 3"," 1","2"," 2"," 2","2","4"," 900"," 8","60"," 2",NA,"11","10","11"," 9","10","10","10","4","3","1","1","1","3","2750"," 7","412","0",1,1,1,1504,376,0,0,0,50,40,2.5,10,90,5,1
"X383",1,2,"416","8","97.e1.3fe.b"," 578.526","0","3","E11 3DG","3"," 2"," 1","2"," 1"," 0","1","0","   0","10","80",NA," 1","10"," 6","10"," 6"," 6"," 6"," 6","3","3","0","1","1","5","1750","10","416","1",1,1,1,1505,377,0,0,0,5,10,1,10,90,2.5,1
"X383.1",2,3,"416","8","97.e1.3fe.b"," 578.526","0","3","E11 3DG","3"," 2"," 1","2"," 1"," 0","1","0","   0","10","80",NA," 1","10"," 6","10"," 6"," 6"," 6"," 6","3","3","0","1","1","5","1750","10","416","1",1,1,1,1506,377,0,0,0,10,40,5,50,10,0.5,1
"X383.2",3,3,"416","8","97.e1.3fe.b"," 578.526","0","3","E11 3DG","3"," 2"," 1","2"," 1"," 0","1","0","   0","10","80",NA," 1","10"," 6","10"," 6"," 6"," 6"," 6","3","3","0","1","1","5","1750","10","416","1",1,1,1,1507,377,0,0,0,50,40,1,5,10,0.5,1
"X383.3",4,2,"416","8","97.e1.3fe.b"," 578.526","0","3","E11 3DG","3"," 2"," 1","2"," 1"," 0","1","0","   0","10","80",NA," 1","10"," 6","10"," 6"," 6"," 6"," 6","3","3","0","1","1","5","1750","10","416","1",1,1,1,1508,377,0,0,0,10,10,0.5,50,40,1,1
"X384",1,2,"421","8","93.608.3e.5"," 564.416","0","4","DN2 6DF","1"," 5"," 3","2"," 3"," 4","1","0"," 400"," 7","50"," 1",NA,"11"," 9","11"," 9","10","11","11","3","3","1","0","1","2","2750","10","421","1",1,1,1,1509,378,0,0,0,5,10,1,10,90,2.5,1
"X384.1",2,3,"421","8","93.608.3e.5"," 564.416","0","4","DN2 6DF","1"," 5"," 3","2"," 3"," 4","1","0"," 400"," 7","50"," 1",NA,"11"," 9","11"," 9","10","11","11","3","3","1","0","1","2","2750","10","421","1",1,1,1,1510,378,0,0,0,10,40,5,50,10,0.5,1
"X384.2",3,3,"421","8","93.608.3e.5"," 564.416","0","4","DN2 6DF","1"," 5"," 3","2"," 3"," 4","1","0"," 400"," 7","50"," 1",NA,"11"," 9","11"," 9","10","11","11","3","3","1","0","1","2","2750","10","421","1",1,1,1,1511,378,0,0,0,50,40,1,5,10,0.5,1
"X384.3",4,2,"421","8","93.608.3e.5"," 564.416","0","4","DN2 6DF","1"," 5"," 3","2"," 3"," 4","1","0"," 400"," 7","50"," 1",NA,"11"," 9","11"," 9","10","11","11","3","3","1","0","1","2","2750","10","421","1",1,1,1,1512,378,0,0,0,10,10,0.5,50,40,1,1
"X385",1,3,"433","8","acd.f5.dc.a"," 594.373","0","5","TR16 6SA","1"," 2"," 4","2"," 4"," 4","1","0"," 400"," 4","20"," 1",NA,"11"," 9","11"," 9","11","11","11","3","3","0","0","0","5","1750"," 9","433","1",1,1,1,1513,379,0,0,0,5,10,1,10,90,2.5,1
"X385.1",2,2,"433","8","acd.f5.dc.a"," 594.373","0","5","TR16 6SA","1"," 2"," 4","2"," 4"," 4","1","0"," 400"," 4","20"," 1",NA,"11"," 9","11"," 9","11","11","11","3","3","0","0","0","5","1750"," 9","433","1",1,1,1,1514,379,0,0,0,10,40,5,50,10,0.5,1
"X385.2",3,2,"433","8","acd.f5.dc.a"," 594.373","0","5","TR16 6SA","1"," 2"," 4","2"," 4"," 4","1","0"," 400"," 4","20"," 1",NA,"11"," 9","11"," 9","11","11","11","3","3","0","0","0","5","1750"," 9","433","1",1,1,1,1515,379,0,0,0,50,40,1,5,10,0.5,1
"X385.3",4,3,"433","8","acd.f5.dc.a"," 594.373","0","5","TR16 6SA","1"," 2"," 4","2"," 4"," 4","1","0"," 400"," 4","20"," 1",NA,"11"," 9","11"," 9","11","11","11","3","3","0","0","0","5","1750"," 9","433","1",1,1,1,1516,379,0,0,0,10,10,0.5,50,40,1,1
"X386",1,3,"265","8","7.150.ff0.c","1547.254","1","3","IP24 1NZ","1"," 2"," 2","2"," 2"," 2","2","4"," 400"," 8","60"," 2",NA,"10"," 9"," 8"," 8"," 9","10","10","4","4","1","0","0","5","1750","10","265","0",1,1,1,1517,380,0,0,0,50,10,1,5,40,5,1
"X386.1",2,2,"265","8","7.150.ff0.c","1547.254","1","3","IP24 1NZ","1"," 2"," 2","2"," 2"," 2","2","4"," 400"," 8","60"," 2",NA,"10"," 9"," 8"," 8"," 9","10","10","4","4","1","0","0","5","1750","10","265","0",1,1,1,1518,380,0,0,0,5,90,2.5,10,10,0.5,1
"X386.2",3,3,"265","8","7.150.ff0.c","1547.254","1","3","IP24 1NZ","1"," 2"," 2","2"," 2"," 2","2","4"," 400"," 8","60"," 2",NA,"10"," 9"," 8"," 8"," 9","10","10","4","4","1","0","0","5","1750","10","265","0",1,1,1,1519,380,0,0,0,50,90,2.5,5,40,1,1
"X386.3",4,3,"265","8","7.150.ff0.c","1547.254","1","3","IP24 1NZ","1"," 2"," 2","2"," 2"," 2","2","4"," 400"," 8","60"," 2",NA,"10"," 9"," 8"," 8"," 9","10","10","4","4","1","0","0","5","1750","10","265","0",1,1,1,1520,380,0,0,0,50,40,2.5,10,90,5,1
"X387",1,3,"409","8","9.7.e6e26.1"," 738.080","0","4","Fy5 1RD","1"," 1"," 3","3"," 2"," 1","2","4"," 500"," 5","30"," 1",NA,"11"," 9"," 8"," 7"," 9","10","10","5","3","0","0","1","5","1750"," 9","409","1",1,1,1,1521,381,0,0,0,50,10,1,5,40,5,1
"X387.1",2,2,"409","8","9.7.e6e26.1"," 738.080","0","4","Fy5 1RD","1"," 1"," 3","3"," 2"," 1","2","4"," 500"," 5","30"," 1",NA,"11"," 9"," 8"," 7"," 9","10","10","5","3","0","0","1","5","1750"," 9","409","1",1,1,1,1522,381,0,0,0,5,90,2.5,10,10,0.5,1
"X387.2",3,3,"409","8","9.7.e6e26.1"," 738.080","0","4","Fy5 1RD","1"," 1"," 3","3"," 2"," 1","2","4"," 500"," 5","30"," 1",NA,"11"," 9"," 8"," 7"," 9","10","10","5","3","0","0","1","5","1750"," 9","409","1",1,1,1,1523,381,0,0,0,50,90,2.5,5,40,1,1
"X387.3",4,3,"409","8","9.7.e6e26.1"," 738.080","0","4","Fy5 1RD","1"," 1"," 3","3"," 2"," 1","2","4"," 500"," 5","30"," 1",NA,"11"," 9"," 8"," 7"," 9","10","10","5","3","0","0","1","5","1750"," 9","409","1",1,1,1,1524,381,0,0,0,50,40,2.5,10,90,5,1
"X388",1,3,"369","8","91.4.be04.7"," 974.842","0","2","SL1 3HE","2"," 4"," 3","1"," 3"," 5","1","0"," 400"," 3","10"," 1",NA," 9"," 2","11","11","11","11","11","3","3","0","0","0","4","1750","10","369","1",1,1,1,1525,382,0,0,0,5,10,1,10,90,2.5,1
"X388.1",2,3,"369","8","91.4.be04.7"," 974.842","0","2","SL1 3HE","2"," 4"," 3","1"," 3"," 5","1","0"," 400"," 3","10"," 1",NA," 9"," 2","11","11","11","11","11","3","3","0","0","0","4","1750","10","369","1",1,1,1,1526,382,0,0,0,10,40,5,50,10,0.5,1
"X388.2",3,2,"369","8","91.4.be04.7"," 974.842","0","2","SL1 3HE","2"," 4"," 3","1"," 3"," 5","1","0"," 400"," 3","10"," 1",NA," 9"," 2","11","11","11","11","11","3","3","0","0","0","4","1750","10","369","1",1,1,1,1527,382,0,0,0,50,40,1,5,10,0.5,1
"X388.3",4,3,"369","8","91.4.be04.7"," 974.842","0","2","SL1 3HE","2"," 4"," 3","1"," 3"," 5","1","0"," 400"," 3","10"," 1",NA," 9"," 2","11","11","11","11","11","3","3","0","0","0","4","1750","10","369","1",1,1,1,1528,382,0,0,0,10,10,0.5,50,40,1,1
"X389",1,2,"413","8","7.1.b0e14.7"," 758.487","0","2","G74 1ES","1"," 3"," 4","1"," 4"," 4","1","0"," 700"," 5","30"," 2",NA,"11","11","10","10","10","11","11","3","3","1","0","1","5","1750","10","413","0",1,1,1,1529,383,0,0,0,5,10,1,10,90,2.5,1
"X389.1",2,1,"413","8","7.1.b0e14.7"," 758.487","0","2","G74 1ES","1"," 3"," 4","1"," 4"," 4","1","0"," 700"," 5","30"," 2",NA,"11","11","10","10","10","11","11","3","3","1","0","1","5","1750","10","413","0",1,1,1,1530,383,0,0,0,10,40,5,50,10,0.5,1
"X389.2",3,2,"413","8","7.1.b0e14.7"," 758.487","0","2","G74 1ES","1"," 3"," 4","1"," 4"," 4","1","0"," 700"," 5","30"," 2",NA,"11","11","10","10","10","11","11","3","3","1","0","1","5","1750","10","413","0",1,1,1,1531,383,0,0,0,50,40,1,5,10,0.5,1
"X389.3",4,2,"413","8","7.1.b0e14.7"," 758.487","0","2","G74 1ES","1"," 3"," 4","1"," 4"," 4","1","0"," 700"," 5","30"," 2",NA,"11","11","10","10","10","11","11","3","3","1","0","1","5","1750","10","413","0",1,1,1,1532,383,0,0,0,10,10,0.5,50,40,1,1
"X390",1,2,"407","8","acd.37.f2.8"," 809.163","0","2","Bt57wj","2"," 1"," 1","3"," 2"," 1","2","4","   0"," 4","20",NA," 1","10"," 5"," 8"," 4"," 5"," 8"," 8","3","3","1","1","0","5","5000","10","407","1",1,1,1,1533,384,0,0,0,50,10,1,5,40,5,1
"X390.1",2,2,"407","8","acd.37.f2.8"," 809.163","0","2","Bt57wj","2"," 1"," 1","3"," 2"," 1","2","4","   0"," 4","20",NA," 1","10"," 5"," 8"," 4"," 5"," 8"," 8","3","3","1","1","0","5","5000","10","407","1",1,1,1,1534,384,0,0,0,5,90,2.5,10,10,0.5,1
"X390.2",3,3,"407","8","acd.37.f2.8"," 809.163","0","2","Bt57wj","2"," 1"," 1","3"," 2"," 1","2","4","   0"," 4","20",NA," 1","10"," 5"," 8"," 4"," 5"," 8"," 8","3","3","1","1","0","5","5000","10","407","1",1,1,1,1535,384,0,0,0,50,90,2.5,5,40,1,1
"X390.3",4,2,"407","8","acd.37.f2.8"," 809.163","0","2","Bt57wj","2"," 1"," 1","3"," 2"," 1","2","4","   0"," 4","20",NA," 1","10"," 5"," 8"," 4"," 5"," 8"," 8","3","3","1","1","0","5","5000","10","407","1",1,1,1,1536,384,0,0,0,50,40,2.5,10,90,5,1
"X391",1,3,"447","8","97c0.9.0d.3"," 503.241","0","1","TR7 1JU","1"," 5"," 3","2"," 3"," 4","1","0","   0"," 3","10",NA," 1","11"," 9","11"," 9","11","10","10","3","3","0","1","0","3"," 250","10","447","1",1,1,1,1537,385,0,0,0,5,10,1,10,90,2.5,1
"X391.1",2,1,"447","8","97c0.9.0d.3"," 503.241","0","1","TR7 1JU","1"," 5"," 3","2"," 3"," 4","1","0","   0"," 3","10",NA," 1","11"," 9","11"," 9","11","10","10","3","3","0","1","0","3"," 250","10","447","1",1,1,1,1538,385,0,0,0,10,40,5,50,10,0.5,1
"X391.2",3,2,"447","8","97c0.9.0d.3"," 503.241","0","1","TR7 1JU","1"," 5"," 3","2"," 3"," 4","1","0","   0"," 3","10",NA," 1","11"," 9","11"," 9","11","10","10","3","3","0","1","0","3"," 250","10","447","1",1,1,1,1539,385,0,0,0,50,40,1,5,10,0.5,1
"X391.3",4,3,"447","8","97c0.9.0d.3"," 503.241","0","1","TR7 1JU","1"," 5"," 3","2"," 3"," 4","1","0","   0"," 3","10",NA," 1","11"," 9","11"," 9","11","10","10","3","3","0","1","0","3"," 250","10","447","1",1,1,1,1540,385,0,0,0,10,10,0.5,50,40,1,1
"X392",1,3,"444","8","7d.97.0fc.0"," 671.606","0","1","DD108PS","1"," 2"," 3","3"," 3"," 3","2","4","   0"," 9","70",NA," 2","11","10"," 9"," 9","10","10","10","3","3","1","0","1","4","4500"," 9","444","0",1,1,1,1541,386,0,0,0,50,10,1,5,40,5,1
"X392.1",2,3,"444","8","7d.97.0fc.0"," 671.606","0","1","DD108PS","1"," 2"," 3","3"," 3"," 3","2","4","   0"," 9","70",NA," 2","11","10"," 9"," 9","10","10","10","3","3","1","0","1","4","4500"," 9","444","0",1,1,1,1542,386,0,0,0,5,90,2.5,10,10,0.5,1
"X392.2",3,3,"444","8","7d.97.0fc.0"," 671.606","0","1","DD108PS","1"," 2"," 3","3"," 3"," 3","2","4","   0"," 9","70",NA," 2","11","10"," 9"," 9","10","10","10","3","3","1","0","1","4","4500"," 9","444","0",1,1,1,1543,386,0,0,0,50,90,2.5,5,40,1,1
"X392.3",4,3,"444","8","7d.97.0fc.0"," 671.606","0","1","DD108PS","1"," 2"," 3","3"," 3"," 3","2","4","   0"," 9","70",NA," 2","11","10"," 9"," 9","10","10","10","3","3","1","0","1","4","4500"," 9","444","0",1,1,1,1544,386,0,0,0,50,40,2.5,10,90,5,1
"X393",1,3,"127","7","934.18.ff.1","2371.737","1","1","CB1 3BU","2"," 3"," 4","2"," 4"," 4","2","4"," 400"," 8","60"," 1",NA,"11","11","11","10","11","11","11","3","3","1","0","1","5","2250","10","127","1",1,1,1,1545,387,0,0,0,50,10,1,5,40,5,1
"X393.1",2,2,"127","7","934.18.ff.1","2371.737","1","1","CB1 3BU","2"," 3"," 4","2"," 4"," 4","2","4"," 400"," 8","60"," 1",NA,"11","11","11","10","11","11","11","3","3","1","0","1","5","2250","10","127","1",1,1,1,1546,387,0,0,0,5,90,2.5,10,10,0.5,1
"X393.2",3,2,"127","7","934.18.ff.1","2371.737","1","1","CB1 3BU","2"," 3"," 4","2"," 4"," 4","2","4"," 400"," 8","60"," 1",NA,"11","11","11","10","11","11","11","3","3","1","0","1","5","2250","10","127","1",1,1,1,1547,387,0,0,0,50,90,2.5,5,40,1,1
"X393.3",4,3,"127","7","934.18.ff.1","2371.737","1","1","CB1 3BU","2"," 3"," 4","2"," 4"," 4","2","4"," 400"," 8","60"," 1",NA,"11","11","11","10","11","11","11","3","3","1","0","1","5","2250","10","127","1",1,1,1,1548,387,0,0,0,50,40,2.5,10,90,5,1
"X394",1,3,"389","8","93.4b.fff.4","1141.362","0","5","NG10 5EN","1"," 1"," 3","4"," 2"," 3","1","0"," 400"," 2"," 5"," 1",NA,"11"," 6","11"," 5"," 9","10","11","1","1","1","0","0","3","1750"," 9","389","1",1,1,1,1549,388,0,0,0,5,10,1,10,90,2.5,1
"X394.1",2,1,"389","8","93.4b.fff.4","1141.362","0","5","NG10 5EN","1"," 1"," 3","4"," 2"," 3","1","0"," 400"," 2"," 5"," 1",NA,"11"," 6","11"," 5"," 9","10","11","1","1","1","0","0","3","1750"," 9","389","1",1,1,1,1550,388,0,0,0,10,40,5,50,10,0.5,1
"X394.2",3,2,"389","8","93.4b.fff.4","1141.362","0","5","NG10 5EN","1"," 1"," 3","4"," 2"," 3","1","0"," 400"," 2"," 5"," 1",NA,"11"," 6","11"," 5"," 9","10","11","1","1","1","0","0","3","1750"," 9","389","1",1,1,1,1551,388,0,0,0,50,40,1,5,10,0.5,1
"X394.3",4,3,"389","8","93.4b.fff.4","1141.362","0","5","NG10 5EN","1"," 1"," 3","4"," 2"," 3","1","0"," 400"," 2"," 5"," 1",NA,"11"," 6","11"," 5"," 9","10","11","1","1","1","0","0","3","1750"," 9","389","1",1,1,1,1552,388,0,0,0,10,10,0.5,50,40,1,1
"X395",1,1,"374","8","1.017b.5a.f","1356.242","0","2","IV2 4EB","1"," 2"," 0","2"," 1"," 1","1","0"," 100"," 7","50"," 2",NA," 9"," 6"," 8"," 6"," 6"," 8"," 4","4","2","0","1","1","5","2250","10","374","0",1,1,1,1553,389,0,0,0,5,10,1,10,90,2.5,1
"X395.1",2,1,"374","8","1.017b.5a.f","1356.242","0","2","IV2 4EB","1"," 2"," 0","2"," 1"," 1","1","0"," 100"," 7","50"," 2",NA," 9"," 6"," 8"," 6"," 6"," 8"," 4","4","2","0","1","1","5","2250","10","374","0",1,1,1,1554,389,0,0,0,10,40,5,50,10,0.5,1
"X395.2",3,1,"374","8","1.017b.5a.f","1356.242","0","2","IV2 4EB","1"," 2"," 0","2"," 1"," 1","1","0"," 100"," 7","50"," 2",NA," 9"," 6"," 8"," 6"," 6"," 8"," 4","4","2","0","1","1","5","2250","10","374","0",1,1,1,1555,389,0,0,0,50,40,1,5,10,0.5,1
"X395.3",4,1,"374","8","1.017b.5a.f","1356.242","0","2","IV2 4EB","1"," 2"," 0","2"," 1"," 1","1","0"," 100"," 7","50"," 2",NA," 9"," 6"," 8"," 6"," 6"," 8"," 4","4","2","0","1","1","5","2250","10","374","0",1,1,1,1556,389,0,0,0,10,10,0.5,50,40,1,1
"X396",1,1,"279","8","97dd3.3.e.8","1924.503","0","2","BS37 4BJ","1"," 1"," 2","3"," 1"," 3","1","0"," 200"," 1"," 1"," 1",NA,"10"," 6"," 7"," 6"," 7"," 6"," 6","3","3","0","0","1","5"," 750","10","279","1",1,1,1,1557,390,0,0,0,5,10,1,10,90,2.5,1
"X396.1",2,1,"279","8","97dd3.3.e.8","1924.503","0","2","BS37 4BJ","1"," 1"," 2","3"," 1"," 3","1","0"," 200"," 1"," 1"," 1",NA,"10"," 6"," 7"," 6"," 7"," 6"," 6","3","3","0","0","1","5"," 750","10","279","1",1,1,1,1558,390,0,0,0,10,40,5,50,10,0.5,1
"X396.2",3,3,"279","8","97dd3.3.e.8","1924.503","0","2","BS37 4BJ","1"," 1"," 2","3"," 1"," 3","1","0"," 200"," 1"," 1"," 1",NA,"10"," 6"," 7"," 6"," 7"," 6"," 6","3","3","0","0","1","5"," 750","10","279","1",1,1,1,1559,390,0,0,0,50,40,1,5,10,0.5,1
"X396.3",4,2,"279","8","97dd3.3.e.8","1924.503","0","2","BS37 4BJ","1"," 1"," 2","3"," 1"," 3","1","0"," 200"," 1"," 1"," 1",NA,"10"," 6"," 7"," 6"," 7"," 6"," 6","3","3","0","0","1","5"," 750","10","279","1",1,1,1,1560,390,0,0,0,10,10,0.5,50,40,1,1
"X397",1,2,"401","8","9.f4.bee4.9","1367.470","0","2","kt146hj","1","-2","-4","2","-4","-5","2","4"," 300"," 4","20"," 2",NA," 4"," 3"," 2"," 3"," 2"," 2"," 1","1","1","1","0","1","4","1750","10","401","0",1,1,1,1561,391,0,0,0,50,10,1,5,40,5,1
"X397.1",2,3,"401","8","9.f4.bee4.9","1367.470","0","2","kt146hj","1","-2","-4","2","-4","-5","2","4"," 300"," 4","20"," 2",NA," 4"," 3"," 2"," 3"," 2"," 2"," 1","1","1","1","0","1","4","1750","10","401","0",1,1,1,1562,391,0,0,0,5,90,2.5,10,10,0.5,1
"X397.2",3,3,"401","8","9.f4.bee4.9","1367.470","0","2","kt146hj","1","-2","-4","2","-4","-5","2","4"," 300"," 4","20"," 2",NA," 4"," 3"," 2"," 3"," 2"," 2"," 1","1","1","1","0","1","4","1750","10","401","0",1,1,1,1563,391,0,0,0,50,90,2.5,5,40,1,1
"X397.3",4,1,"401","8","9.f4.bee4.9","1367.470","0","2","kt146hj","1","-2","-4","2","-4","-5","2","4"," 300"," 4","20"," 2",NA," 4"," 3"," 2"," 3"," 2"," 2"," 1","1","1","1","0","1","4","1750","10","401","0",1,1,1,1564,391,0,0,0,50,40,2.5,10,90,5,1
"X398",1,2,"449","8","97e.cdd.8.9"," 162.020","0","1","TR138NT","1"," 2"," 2","3"," 4"," 4","1","0","   0"," 3","10",NA," 1","10"," 8","10"," 8","11","11"," 9","3","3","0","0","1","1","2500"," 9","449","1",1,1,1,1565,392,0,0,0,5,10,1,10,90,2.5,1
"X398.1",2,2,"449","8","97e.cdd.8.9"," 162.020","0","1","TR138NT","1"," 2"," 2","3"," 4"," 4","1","0","   0"," 3","10",NA," 1","10"," 8","10"," 8","11","11"," 9","3","3","0","0","1","1","2500"," 9","449","1",1,1,1,1566,392,0,0,0,10,40,5,50,10,0.5,1
"X398.2",3,1,"449","8","97e.cdd.8.9"," 162.020","0","1","TR138NT","1"," 2"," 2","3"," 4"," 4","1","0","   0"," 3","10",NA," 1","10"," 8","10"," 8","11","11"," 9","3","3","0","0","1","1","2500"," 9","449","1",1,1,1,1567,392,0,0,0,50,40,1,5,10,0.5,1
"X398.3",4,3,"449","8","97e.cdd.8.9"," 162.020","0","1","TR138NT","1"," 2"," 2","3"," 4"," 4","1","0","   0"," 3","10",NA," 1","10"," 8","10"," 8","11","11"," 9","3","3","0","0","1","1","2500"," 9","449","1",1,1,1,1568,392,0,0,0,10,10,0.5,50,40,1,1
"X399",1,3,"354","8","9.14e.6e1.6","1698.642","0","4","CF15 7PU","1"," 1"," 1","4"," 0"," 2","1","0"," 300"," 2"," 5"," 1",NA,"10"," 7"," 8"," 4"," 4"," 5"," 6","3","3","0","0","0","5","3500","10","354","1",1,1,1,1569,393,0,0,0,5,10,1,10,90,2.5,1
"X399.1",2,2,"354","8","9.14e.6e1.6","1698.642","0","4","CF15 7PU","1"," 1"," 1","4"," 0"," 2","1","0"," 300"," 2"," 5"," 1",NA,"10"," 7"," 8"," 4"," 4"," 5"," 6","3","3","0","0","0","5","3500","10","354","1",1,1,1,1570,393,0,0,0,10,40,5,50,10,0.5,1
"X399.2",3,2,"354","8","9.14e.6e1.6","1698.642","0","4","CF15 7PU","1"," 1"," 1","4"," 0"," 2","1","0"," 300"," 2"," 5"," 1",NA,"10"," 7"," 8"," 4"," 4"," 5"," 6","3","3","0","0","0","5","3500","10","354","1",1,1,1,1571,393,0,0,0,50,40,1,5,10,0.5,1
"X399.3",4,3,"354","8","9.14e.6e1.6","1698.642","0","4","CF15 7PU","1"," 1"," 1","4"," 0"," 2","1","0"," 300"," 2"," 5"," 1",NA,"10"," 7"," 8"," 4"," 4"," 5"," 6","3","3","0","0","0","5","3500","10","354","1",1,1,1,1572,393,0,0,0,10,10,0.5,50,40,1,1
"X400",1,2,"448","8","ac.d1.8e9.e"," 364.497","1","4","LL57 2RT","1"," 4"," 3","2"," 4"," 3","2","4"," 800"," 6","40"," 1",NA," 9"," 7"," 9"," 9","10","10","10","4","3","0","1","0","5","1250"," 9","448","1",1,1,1,1573,394,0,0,0,50,10,1,5,40,5,1
"X400.1",2,3,"448","8","ac.d1.8e9.e"," 364.497","1","4","LL57 2RT","1"," 4"," 3","2"," 4"," 3","2","4"," 800"," 6","40"," 1",NA," 9"," 7"," 9"," 9","10","10","10","4","3","0","1","0","5","1250"," 9","448","1",1,1,1,1574,394,0,0,0,5,90,2.5,10,10,0.5,1
"X400.2",3,3,"448","8","ac.d1.8e9.e"," 364.497","1","4","LL57 2RT","1"," 4"," 3","2"," 4"," 3","2","4"," 800"," 6","40"," 1",NA," 9"," 7"," 9"," 9","10","10","10","4","3","0","1","0","5","1250"," 9","448","1",1,1,1,1575,394,0,0,0,50,90,2.5,5,40,1,1
