"","X","RID","DURATION","Gender","AgeBracket","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","block","design_offset","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP","b_Price.ID","b_Price.post.mean","b_Price.post.sd","b_Performance_10.ID","b_Performance_10.post.mean","b_Performance_10.post.sd","b_Performance_50.ID","b_Performance_50.post.mean","b_Performance_50.post.sd","b_Emissions_40.ID","b_Emissions_40.post.mean","b_Emissions_40.post.sd","b_Emissions_90.ID","b_Emissions_90.post.mean","b_Emissions_90.post.sd","Order"
"1017",1017,1114,387.099,0,1,3,2,2,3,-5,5,700,7,50,1,NA,2,4,9,8,5,5,7,8,8,4,4,0,1,1,5,5000,10,1114,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0100503358535015,2,-1,5,0.5625,99.2300533734772,1017,-0.0615457388882902,0.103045258116846,1017,1.42421686148396,0.587346082178079,1017,0.526811750024166,0.0210559668269763,1017,-0.764324804666945,0.411353751118616,1017,-1.88421711887125,0.181350346122063,0
"1018",1018,1047,725.421,0,5,1,3,4,2,4,4,200,8,60,1,NA,1,0,10,9,10,9,11,11,11,3,3,0,0,1,4,2750,10,1047,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0220597180647322,4,3,5,0.0625,131.060453928622,1018,-0.0755082996065479,0.132638200782005,1018,1.42776721585879,0.616452334018991,1018,0.525683585641172,0.0223726644145789,1018,-0.834652699713293,0.41914764492607,1018,-1.888727020416,0.199823149449121,0
"1019",1019,1132,288.384,0,1,1,4,5,2,4,4,100,9,70,1,NA,2,4,11,9,11,9,11,11,11,5,5,0,1,0,5,1250,10,1132,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0576291128366364,5,4,6,0.0625,139.580962763351,1019,-0.0547826665971474,0.0961947926386631,1019,1.43161083596899,0.595617880900536,1019,0.525905345667457,0.0221449907115394,1019,-0.799175979401717,0.405158361671528,1019,-1.90083113197774,0.202655983171222,0
"1020",1020,1137,262.716,0,4,3,4,4,2,2,3,0,1,1,NA,1,2,4,10,9,10,10,10,10,10,5,5,0,0,1,3,4500,9,1137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.000222246917238848,4,3,5,0.0625,135.930038059064,1020,-55.6314961671583,125.83828969602,1020,1.41900212090289,0.503236311993117,1020,0.529266960039518,0.0217315558315122,1020,-0.731320787148904,0.425057193175494,1020,-1.84400223089488,0.183895461939289,0
"1021",1021,1136,270.717,0,2,1,3,3,2,4,4,0,8,60,NA,1,2,4,10,9,10,9,10,11,11,3,3,0,1,0,5,2500,8,1136,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0242926925690446,3,2,4,0.0625,114.49820377152,1021,-2.69258936905541,1.57040069817449,1021,1.33428436712373,0.538607761095547,1021,0.530294668234233,0.0241638462071979,1021,-0.943780016869502,0.408009412402247,1021,-1.92532086324975,0.2029068060407,0
"1022",1022,1116,405.415,0,1,1,3,2,2,3,3,500,9,70,2,NA,2,4,10,8,9,7,9,9,10,4,4,1,0,1,4,4500,10,1116,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0156778127192298,2,1,3,0.0625,100.846741424416,1022,-0.264108806130847,0.386533414038402,1022,1.46114195807677,0.562017482731689,1022,0.527733290934147,0.0221463963236627,1022,-0.819261470045716,0.408141136978163,1022,-1.88531605946524,0.201779059965214,0
"1023",1023,1109,437.142,0,4,1,2,2,2,2,5,500,10,80,1,NA,1,0,11,10,11,7,8,10,11,3,3,0,1,0,4,2250,9,1109,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0362030486639606,2,1,3,0.0625,96.6626143340845,1023,-0.157767105718688,0.25710559173258,1023,1.38865968379332,0.576721496446462,1023,0.526348010467079,0.0231572532683118,1023,-0.759153621925027,0.399214133655913,1023,-1.88706457380418,0.193820474131313,0
"1024",1024,1126,327.058,0,3,1,2,2,2,2,2,200,2,5,1,NA,1,0,7,4,8,3,3,7,9,3,3,1,0,1,4,1250,10,1126,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00400802139753882,2,1,3,0.0625,103.253475977582,1024,-0.165599508703478,0.28222892085914,1024,1.38102002655025,0.571050260298242,1024,0.526824625359536,0.0221618987970832,1024,-0.750238159744731,0.424918354921974,1024,-1.87940611797814,0.192339646926842,0
"1025",1025,1108,450.77,0,2,1,-3,0,4,0,0,1000,6,40,2,NA,1,0,10,10,7,7,9,10,11,2,2,0,0,1,2,250,10,1108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.174353387144778,0,-5,5,1.5625,41.2372234976063,1025,-35.2292772271419,52.5579125050342,1025,1.50020945235692,0.586765890693222,1025,0.526986113234648,0.0223301028188996,1025,-0.735206932902674,0.350973445553064,1025,-1.83483618383179,0.198492052306419,0
"1026",1026,1131,311.41,0,1,1,4,5,1,5,5,300,10,80,1,NA,2,4,11,9,11,10,10,11,11,5,5,1,0,1,2,3500,10,1131,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0231224174208543,5,5,5,0,147.782388963653,1026,-0.0539979721822102,0.100466000974167,1026,1.46264628051733,0.567781473909456,1026,0.526554710395927,0.0223855954934681,1026,-0.756846406706714,0.399457461282649,1026,-1.88492174738761,0.205416780588809,0
"1027",1027,1138,278.114,0,2,1,2,4,2,3,5,200,3,10,1,NA,1,0,9,4,6,6,7,9,9,3,3,1,1,1,4,3500,10,1138,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00286123228103223,4,3,5,0.0625,135.339383886089,1027,-0.0609117802736816,0.107207846123146,1027,1.39074005177047,0.574688382765294,1027,0.526364669800236,0.0215203035396063,1027,-0.778675026756365,0.418169655286838,1027,-1.87767053984647,0.193171220330223,0
"1028",1028,1078,602.891,0,2,1,3,2,2,2,4,0,1,1,NA,1,1,0,11,6,11,8,9,10,11,3,3,1,0,1,5,3500,10,1078,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.000285755109817069,2,1,3,0.0625,104.02523883915,1028,-0.282503438849787,0.471520842992989,1028,1.41985886033076,0.56831648490015,1028,0.526096077644327,0.0223122523080019,1028,-0.825021341357372,0.406947169033446,1028,-1.88959939804379,0.200806005344372,0
"1029",1029,1025,959.419,0,4,1,2,1,2,0,0,500,8,60,2,NA,1,0,9,7,8,6,7,7,7,3,3,1,0,0,5,4500,7,1025,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0134230203321407,1,0,2,0.0625,86.5803870038844,1029,-0.54104481875821,0.691493209239699,1029,1.41890292822708,0.554647363074343,1029,0.52694083035707,0.0240518938131351,1029,-0.706709018191494,0.412823462312774,1029,-1.90301441346737,0.196207240744306,0
"1030",1030,1064,673.437,0,4,1,1,2,2,2,3,300,1,1,1,NA,1,0,10,9,10,9,11,11,11,4,4,0,0,1,2,2750,10,1064,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.000363702495371245,2,1,3,0.0625,104.009057471164,1030,-0.224536994821945,0.363504066546306,1030,1.40287136796505,0.598633986677443,1030,0.527102840762435,0.0223332827842038,1030,-0.814266738094563,0.406060441135363,1030,-1.88593482478658,0.201472500875725,0
"1031",1031,1123,392.836,0,2,1,1,1,2,1,1,500,3,10,2,NA,1,0,6,6,7,6,6,8,8,3,3,1,0,1,5,5000,10,1123,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.00200200267067308,1,0,2,0.0625,88.8054939530315,1031,-1.02020345270374,0.919778352976983,1031,1.37745953542488,0.573010176155583,1031,0.527862336703073,0.0228931057992532,1031,-0.663932904024921,0.406143990169291,1031,-1.85219567483497,0.212195966227858,0
"1032",1032,1142,283.979,0,2,1,2,3,1,3,5,0,4,20,NA,2,1,0,9,6,8,6,10,11,11,3,3,0,0,1,5,2500,10,1142,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.00803217169726427,3,3,3,0,118.359533521428,1032,-0.959400533526534,0.854148067781629,1032,1.45141526248711,0.516399981853241,1032,0.527529410593894,0.0222822693933884,1032,-0.69160601516352,0.373088378651801,1032,-1.85717747406394,0.202889273994388,0
"1033",1033,1098,494.756,0,2,4,2,1,2,2,2,300,2,5,1,NA,1,0,11,9,8,7,9,10,11,4,3,1,1,1,5,4500,8,1098,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00111172885269043,1,0,2,0.0625,88.9798942274887,1033,-0.172041081484834,0.283719278901009,1033,1.41598428438713,0.577010689976188,1033,0.52684248686954,0.0212165336516199,1033,-0.766693709722652,0.410488745464296,1033,-1.88176911440713,0.2007044948578,0
"1034",1034,1107,473.267,0,1,1,-2,1,2,0,0,700,7,50,2,NA,1,0,3,1,3,1,1,1,1,3,3,0,0,0,3,3500,10,1107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0143887374520996,1,0,2,0.0625,86.3932907995702,1034,-39.9739443525614,87.8504368939544,1034,1.37543184651657,0.495147305754484,1034,0.528505259241055,0.0214990576308438,1034,-0.667489386491775,0.330083592794181,1034,-1.87069561788327,0.181771302989223,0
"1035",1035,1145,259.137,0,2,1,5,5,1,5,5,500,2,5,1,NA,2,4,11,11,11,11,11,11,11,5,5,1,1,1,5,4500,10,1145,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00111172885269043,5,5,5,0,152.813132607765,1035,-0.088337978203846,0.152035704054926,1035,1.42585673346823,0.577751356047198,1035,0.526196717069411,0.0226451187965245,1035,-0.809814136743137,0.410588996741076,1035,-1.88524442037929,0.196898341567456,0
"1036",1036,850,1731.013,1,3,1,5,5,1,5,5,600,4,20,1,NA,2,4,11,6,11,6,11,11,11,5,5,1,1,1,5,4500,10,850,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00445435034938031,5,5,5,0,152.047191611482,1036,-2.7000866715371,1.7289217222763,1036,1.43887125161682,0.596578750407731,1036,0.52603912662735,0.0218763992845962,1036,-1.00226472397971,0.391522212188998,1036,-1.90540039651844,0.170153078277907,0
"1037",1037,1086,573.381,0,2,1,3,3,2,1,1,300,7,50,1,NA,2,4,11,7,9,7,8,8,9,3,3,1,0,1,5,2250,8,1086,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0224728558520586,3,2,4,0.0625,114.88794480466,1037,-0.0668854169994594,0.105927032093114,1037,1.49108858902099,0.549759074447207,1037,0.527422554417451,0.0213424742129213,1037,-0.809293430149314,0.411259218847425,1037,-1.88224786435753,0.194033168213081,0
"1038",1038,1118,433.926,0,2,1,2,1,2,0,4,400,4,20,1,NA,1,0,7,3,8,7,10,11,11,3,3,0,0,0,4,3500,10,1118,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00573067470898498,1,0,2,0.0625,88.0765522080969,1038,-0.894188550731385,0.874772668079917,1038,1.42312251404245,0.602318234583267,1038,0.52791968848892,0.0226471821405236,1038,-0.661952437334361,0.400704886602152,1038,-1.86015742602953,0.208753148994139,0
"1039",1039,1135,318.255,0,3,1,3,4,2,3,5,500,1,1,1,NA,1,0,10,8,9,10,10,11,11,4,4,1,1,1,3,2750,10,1135,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.000363702495371245,4,3,5,0.0625,135.898362890984,1039,-0.286469787234758,0.448613186656253,1039,1.42209922853714,0.580472696385195,1039,0.527397024836851,0.0225189545621467,1039,-0.826489562924242,0.422927119928366,1039,-1.88992926200042,0.201341505824222,0
"1040",1040,1130,363.29,0,4,1,5,5,2,5,5,0,10,80,NA,2,1,0,9,9,10,10,11,11,11,3,3,0,0,1,5,2750,10,1130,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0295224392663217,5,4,6,0.0625,145.941247183795,1040,-0.287217972835362,0.508013369863908,1040,1.37903389327699,0.608682012036149,1040,0.52552662921671,0.0226647415310049,1040,-0.734004518137619,0.402007056271629,1040,-1.88731882583945,0.193934990087599,0
"1041",1041,1111,487.417,0,2,1,1,3,2,3,3,400,7,50,1,NA,2,4,11,9,7,6,9,10,11,3,3,1,1,0,5,4500,9,1111,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0111733005981252,3,2,4,0.0625,117.316620546269,1041,-9.74573112969726,11.4698208086973,1041,1.56168196401997,0.56342545612365,1041,0.52639493884261,0.0232671002500328,1041,-1.25254567300453,0.382576034632953,1041,-1.85313349713787,0.195736632767248,0
"1042",1042,1106,515.894,0,3,1,2,2,2,2,2,200,5,30,1,NA,2,4,10,7,10,8,8,8,8,3,3,1,0,1,4,5000,9,1106,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00601807232556302,2,1,3,0.0625,102.837534414751,1042,-0.189799475282405,0.29465681714315,1042,1.45243703507671,0.575067937259799,1042,0.526295391459195,0.0219827096945738,1042,-0.793634367318995,0.411816690903054,1042,-1.89064690155385,0.19335386502146,0
"1043",1043,1023,1049.019,0,6,1,2,0,3,0,2,500,2,5,1,NA,1,0,10,2,9,2,8,8,9,3,3,0,0,1,4,3500,2,1023,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00142959280959443,0,-3,3,0.5625,72.5362465520944,1043,-0.0742715013363498,0.134632520569109,1043,1.41654545650481,0.585044135556864,1043,0.526199206892402,0.0228912980879146,1043,-0.825737926899974,0.398581445299482,1043,-1.899642275913,0.19807932217871,0
"1044",1044,1085,643.011,0,1,1,0,-1,4,-4,2,600,9,70,2,NA,2,4,8,2,8,6,6,6,6,3,3,1,0,1,5,2750,10,1085,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0257841171557147,-1,-6,4,1.5625,51.8370673815025,1044,-2.776020610716,1.61236788150012,1044,1.40621375641983,0.512097701519618,1044,0.526158071833788,0.0236083862160607,1044,-0.972558296280294,0.372932105974322,1044,-1.96290893443499,0.210131451191918,0
"1045",1045,1124,463.568,0,3,1,-1,-2,3,-1,2,0,1,1,NA,1,1,0,3,1,4,3,5,5,5,3,3,0,0,0,5,1750,8,1124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.000571591898957653,-2,-5,1,0.5625,48.6638510179053,1045,-43.3368900843656,83.165375267925,1045,1.57124215944873,0.487848096558092,1045,0.52294697157982,0.0201732597665805,1045,-0.710823687592252,0.359532577624857,1045,-1.86944721728428,0.190346149974244,0
"1046",1046,1122,478.142,0,1,1,3,4,2,5,2,500,10,80,1,NA,2,4,10,7,10,7,11,11,11,3,3,1,0,1,2,2250,10,1122,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0362030486639606,4,3,5,0.0625,127.929504798866,1046,-0.0579993745776166,0.102058515660852,1046,1.4221410068128,0.574376688416703,1046,0.527448844882761,0.0219825056623658,1046,-0.818293215498164,0.4012022473503,1046,-1.88369397489534,0.204642519652459,0
"1047",1047,1100,588.268,0,2,1,1,2,2,2,4,600,10,80,1,NA,2,4,11,7,9,8,8,9,10,4,3,0,0,1,5,4500,10,1100,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0179377006866673,2,1,3,0.0625,100.382960394175,1047,-2.51693451649927,1.70033111195646,1047,1.35071203031755,0.535684662056068,1047,0.52637503519437,0.0231481070344627,1047,-0.930046072143841,0.374550760957338,1047,-1.91990271255157,0.181877544932592,0
"1048",1048,1140,397.227,0,3,1,4,5,2,4,4,300,6,40,1,NA,2,4,10,10,10,8,9,10,10,3,3,0,1,1,5,2250,10,1140,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0179377006866673,5,4,6,0.0625,148.579028890131,1048,-0.0533895948988432,0.0945367575653588,1048,1.4559014707968,0.581664384505449,1048,0.526661650761997,0.0206432897775307,1048,-0.805031516197271,0.413503775309643,1048,-1.88468481254604,0.193543668197036,0
"1049",1049,958,1352.154,0,3,1,2,4,2,3,3,300,9,70,1,NA,2,4,10,8,11,9,10,10,10,4,3,0,0,1,4,5000,8,958,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0140989243795016,4,3,5,0.0625,132.830820500157,1049,-0.059523393287929,0.101906523663341,1049,1.41115507061833,0.597291837891169,1049,0.527051943927289,0.0216899260018657,1049,-0.805802312338219,0.413501118004607,1049,-1.87205016315166,0.209598999932421,0
"1050",1050,1125,508.686,0,2,1,3,4,3,3,5,0,7,50,NA,1,1,0,11,10,10,8,10,11,11,3,3,1,0,1,5,4500,9,1125,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0111733005981252,4,1,7,0.5625,130.475765030294,1050,-5.76409072280484,4.27557136493398,1050,1.53258230528215,0.584782128612235,1050,0.527921997009933,0.023142944182145,1050,-0.657249466597388,0.352692317072428,1050,-2.02899891781082,0.264567623919663,0
"1051",1051,1146,381.965,0,1,1,2,3,2,3,4,800,8,60,1,NA,2,4,10,8,9,6,9,10,11,3,3,1,0,0,5,750,9,1146,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.083381608939051,3,2,4,0.0625,102.073234927561,1051,-0.0605554141945128,0.101024223776163,1051,1.44084300478273,0.582664685566,1051,0.525622673375641,0.0220337429198091,1051,-0.801016414203211,0.399598968235177,1051,-1.86872648896108,0.194791679222498,0
"1052",1052,1061,821.14,2,2,1,1,3,2,2,5,600,7,50,1,NA,1,0,10,7,9,7,8,9,10,5,3,0,0,1,5,2750,10,1061,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0183491386681965,3,2,4,0.0625,115.772546573273,1052,-2.0846271274628,1.05125531345276,1052,1.72720002756948,0.518771904750116,1052,0.52820618323864,0.0209675289883258,1052,-0.597559775712776,0.363716867821146,1052,-1.92412406481199,0.206168499531129,0
"1053",1053,1095,632.066,0,1,1,1,1,3,0,2,500,9,70,1,NA,2,4,10,9,7,7,8,9,10,4,3,0,0,1,4,2500,10,1095,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.028399474521698,1,-2,4,0.5625,81.1303550496108,1053,-0.244306885835674,0.346348138260636,1053,1.4343497126504,0.593756930470074,1053,0.52517056051353,0.0219614009839141,1053,-0.814984102843583,0.414718464682264,1053,-1.89535603796154,0.198729886322117,0
"1054",1054,1120,534.4,0,1,1,2,0,2,1,1,400,6,40,1,NA,1,0,9,4,9,7,6,8,9,3,3,0,1,1,5,1750,7,1120,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0231224174208543,0,-1,1,0.0625,71.0775404343436,1054,-0.0642241008121354,0.111322228757086,1054,1.44125887076615,0.568996188593793,1054,0.526010245351824,0.0221398341801981,1054,-0.77098547229799,0.412369328913437,1054,-1.89394168746227,0.188878697331772,0
"1055",1055,1069,793.631,0,1,1,4,5,2,5,1,0,3,10,NA,1,1,0,11,8,11,8,9,10,11,5,4,0,0,1,5,1250,10,1069,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00803217169726427,5,4,6,0.0625,150.841458852622,1055,-0.0749592988489133,0.125241597659984,1055,1.42618638892218,0.582706822209428,1055,0.525589080075619,0.0213178433742952,1055,-0.811690895578912,0.385923449337965,1055,-1.89893219096563,0.198352864236313,0
"1056",1056,1133,462.791,0,2,1,3,3,2,3,3,1000,4,20,1,NA,1,0,10,9,8,7,9,9,7,4,3,0,0,1,5,3500,9,1133,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00573067470898498,3,2,4,0.0625,118.491689836687,1056,-0.504464869204679,0.59725294668466,1056,1.46924552577617,0.578106389122137,1056,0.525580823473278,0.0215070297466727,1056,-0.727357672267771,0.400718065601547,1056,-1.90531959627496,0.197045261506698,0
"1057",1057,1143,425.953,0,6,1,1,1,4,2,2,600,2,5,1,NA,1,0,3,2,5,3,6,8,9,3,3,0,0,1,5,1750,7,1143,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00286123228103223,1,-4,6,1.5625,80.8468504090662,1057,-0.586934495612952,0.698469416245303,1057,1.49635699627596,0.580145250648221,1057,0.525368799964321,0.0215128200099377,1057,-0.700093280496997,0.410743921417904,1057,-1.9100343881949,0.197189466335017,0
"1058",1058,1150,396.563,0,3,1,2,4,3,2,2,300,3,10,1,NA,2,4,11,2,11,9,9,10,9,4,3,0,0,1,5,750,10,1150,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0134230203321407,4,1,7,0.5625,129.977039749345,1058,-4.45678835101202,2.05696505440853,1058,1.36473504941078,0.553726553292068,1058,0.526016716563422,0.0246909828015984,1058,-0.622429152406164,0.35847700818458,1058,-1.83642824876464,0.190313657208151,0
"1059",1059,1151,403.235,0,2,1,-2,1,3,1,1,300,9,70,2,NA,1,0,9,7,6,6,8,9,9,3,3,1,0,0,5,1750,9,1151,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0408219945202552,1,-2,4,0.5625,78.802046596396,1059,-3.81372913618368,2.75643954707958,1059,0.756198100308123,0.710303063813879,1059,0.519156455592864,0.0237484246455345,1059,-0.590234221930349,0.357099713366837,1059,-1.81993524340445,0.19825625834067,0
"1060",1060,1017,1191.279,0,5,1,2,1,3,1,4,200,10,80,1,NA,2,4,8,7,8,7,9,9,10,4,3,1,1,0,5,3500,7,1017,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0231224174208543,1,-2,4,0.5625,82.1282778344998,1060,-0.0556897548599079,0.0981840686935139,1060,1.41434022383337,0.586000673867567,1060,0.526922797216213,0.0212744651453078,1060,-0.782711440954677,0.407318399534439,1060,-1.89000914601449,0.196505186669601,0
"1061",1061,1153,383.454,0,4,1,3,0,2,0,0,200,7,50,2,NA,1,0,10,9,9,8,8,8,8,3,3,0,0,1,4,250,9,1153,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.22314355131421,0,-1,1,0.0625,40.1600350146139,1061,-0.0584479058503107,0.105485611874224,1061,1.40577557632299,0.55327044856075,1061,0.527213015345718,0.0213502480621187,1061,-0.771835019711753,0.430488594318423,1061,-1.88552689335852,0.191018585568104,0
