"","X","RID","VERSION","IP","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","CVProtests","CVProtestTexts","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","ConsequentialityText","Education","Income","Understanding","FreeText","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Order","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP"
"392",398,449,8,"97e.cdd.8.9",162.02,0,1,"TR138NT",1,2,2,3,4,4,1,0,0,3,10,NA,1,NA,NA,10,8,10,8,11,11,9,3,3,0,0,1,NA,1,2500,9,"N/A",449,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00400802139753882,2,3,3,0.5625,105.911608737673
"393",399,354,8,"9.14e.6e1.6",1698.642,0,4,"CF15 7PU",1,1,1,4,0,2,1,0,300,2,5,1,NA,NA,NA,10,7,8,4,4,5,6,3,3,0,0,0,"i don't think the results of one survey would change regulators rules",5,3500,10,"no futher comments",354,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00142959280959443,1,5,5,1.5625,99.1190330298918
"394",400,448,8,"ac.d1.8e9.e",364.497,1,4,"LL57 2RT",1,4,3,2,4,3,2,4,800,6,40,1,NA,NA,NA,9,7,9,9,10,10,10,4,3,0,1,0,"its all about the money - no one wants to be paying more or be offering more expensive services right now",5,1250,9,"It was fine. Not too long and easy to understand language",448,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0325231917055601,3,1,1,0.0625,108.522954344024
"395",401,450,8,"902.dd0.6.9",423.455,1,3,"EX2 4SJ",1,4,4,2,4,4,1,0,800,10,80,1,NA,NA,NA,10,10,11,11,11,11,11,4,3,1,0,1,NA,4,2750,10,"Nothing, the survey was perfect",450,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0295224392663217,4,1,1,0.0625,117.938989918904
"396",402,445,8,"9bb.426.b.8",1793.31,0,2,"ME14 2UZ",1,3,3,1,0,0,2,4,0,9,70,NA,1,NA,NA,11,4,11,8,8,6,6,4,3,0,0,1,NA,2,750,10,"The survey does not need improving, all is good",445,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0979804083602038,3,0,0,0,96.1579659389415
"397",403,396,8,"9d44.ec.4.1",2422.226,0,1,"G20 8JD",3,1,0,1,2,1,2,4,200,5,30,1,NA,NA,NA,8,8,8,8,8,6,6,4,4,0,1,1,NA,5,1750,10,"It's very clear but could be more interactive.",396,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.017291497110061,0,0,0,0,85.9671430584253
"398",404,452,8,"9744.c.b0.a",432.064,1,2,"NW3 1RY",3,4,4,2,2,3,1,0,300,6,40,1,NA,NA,NA,10,9,10,10,10,11,11,3,3,0,0,1,NA,5,5000,10,"N/A",452,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00803217169726427,4,1,1,0.0625,122.155678623071
"399",405,451,8,"40.a0.359.3",548.82,1,1,"NE280LJ",1,4,2,2,5,3,1,0,600,9,70,1,NA,NA,NA,11,8,11,7,11,11,11,3,3,1,1,1,NA,5,1750,10,"N/A as it was very clear and easy to understand",451,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0408219945202552,2,1,1,0.0625,98.3515231325112
"400",445,454,8,"9fe7.5.e9.a",276.798,1,1,"B21 0PL",3,5,5,1,5,5,1,0,1000,7,50,1,NA,NA,NA,11,8,11,11,11,11,11,5,3,1,1,1,NA,5,1750,10,"n/a",454,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0289875368732523,5,0,0,0,126.970357061488
"401",446,463,8,"c4.d.de9f.2",244.471,1,1,"NE1 6NS",3,1,3,2,3,3,1,0,200,5,30,1,NA,NA,NA,11,9,7,7,9,8,9,5,4,1,0,1,NA,5,1750,7,"No comments.",463,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.017291497110061,3,1,1,0.0625,111.444055737733
"402",447,457,8,"93ce.db.0.1",297.576,1,2,"Cf5 5ef",1,2,3,2,2,2,1,0,300,2,5,1,NA,NA,NA,11,10,10,10,11,11,11,3,3,1,0,0,"I don’t think they care at all - it’s only about profits for them",4,2250,9,"All fine and understandable",457,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00222469502211116,3,1,1,0.0625,114.354370403809
"403",448,469,8,"97e.2.d3a.c",299.955,1,2,"CH66 1RT",1,1,1,4,0,5,1,0,0,5,30,NA,2,2,NA,7,6,5,5,8,9,9,4,3,0,0,0,"Why would it",5,2250,7,".",469,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0134230203321407,1,5,5,1.5625,96.8982287410613
"404",449,489,8,"a.cd.858e.e",243.763,0,1,"Bn36fb",1,3,3,2,2,4,2,4,400,1,1,1,NA,NA,NA,11,8,11,8,10,11,11,4,3,1,0,1,NA,5,2500,7,"It was good",489,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000400080021339691,3,1,1,0.0625,114.708169255962
"405",450,466,8,"975.d7.ee.e",389.683,1,3,"St46pa",1,4,5,2,3,3,1,0,300,1,1,1,NA,NA,NA,11,9,10,9,11,11,11,5,4,1,1,1,NA,2,250,10,"Everything was fine",466,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00400802139753882,5,1,1,0.0625,132.043375789584
"406",451,461,8,"9d.47b4.c.5",410.09,1,1,"PL7 1JR",1,2,3,2,3,3,2,4,200,8,60,1,NA,NA,NA,11,11,10,10,10,11,11,5,5,1,1,1,NA,5,5000,10,"N/a",461,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0120725812342692,3,1,1,0.0625,112.4498548805
"407",452,458,8,"9.3ce.eda.4",432.696,1,2,"KA3 7NH",1,1,1,2,1,1,1,0,100,7,50,2,NA,1,NA,9,9,7,7,7,7,7,3,3,0,0,0,"I think there will be no change",5,1750,6,"Make it more interesting and informative",458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0289875368732523,1,1,1,0.0625,92.1378592302553
"408",453,462,8,"5.2de.c41.0",415.091,0,2,"LA1 5UZ",1,5,3,2,3,5,1,0,300,3,10,1,NA,NA,NA,10,9,11,7,9,10,11,4,4,0,0,1,NA,5,3500,10,"thank you for the opportunity. Very best of luck with this!",462,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00286123228103223,3,1,1,0.0625,114.231011433037
"409",454,476,8,"531.0.dae.4",395.305,0,2,"TA3 5RL",1,2,2,2,3,5,2,4,1000,6,40,1,NA,NA,NA,10,4,10,3,10,11,11,1,1,1,0,0,"If it doesn't generate or cost companies revenue they do not care.",5,5000,8,"The improvement suggestion box should not be mandatory.",476,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00803217169726427,2,1,1,0.0625,104.489583275697
"410",455,479,8,"9d.a21.82.e",376.756,1,2,"Cr2 7sf",1,1,2,2,1,4,1,0,700,1,1,1,NA,NA,NA,10,9,9,8,9,9,10,5,4,1,1,1,NA,5,2750,10,"N/a",479,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000363702495371245,2,1,1,0.0625,105.94150141615
"411",456,455,8,"902.3b3.7.3",485.011,0,2,"SE232JF",3,2,1,4,1,3,1,0,400,7,50,1,NA,NA,NA,10,8,9,6,7,7,7,3,3,1,1,0,"I'm not sure if the sample size of this survey will be big enough or even change regulators minds!",5,4500,9,"There was a slightly a lot of upfront information but once the survey started it was easy to understand.",455,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0111733005981252,1,5,5,1.5625,97.3135431443983
"412",457,486,8,"9b.8b5.13.9",311.437,0,2,"M50 3sb",1,2,3,2,3,3,1,0,400,7,50,1,NA,NA,NA,11,10,11,10,10,11,11,4,4,1,0,1,NA,5,2750,10,"The graph could be visually more appealing, I feel this would make it easier to read",486,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0183491386681965,3,1,1,0.0625,111.240526547324
"413",458,475,8,"8f.dab.fa.2",431.018,1,3,"Pl26 8gq",1,2,4,2,4,4,1,0,800,2,5,1,NA,NA,NA,10,4,8,4,9,10,10,4,2,1,0,1,NA,3,2250,10,"Nothing to improve",475,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00222469502211116,4,1,1,0.0625,123.301223717715
"414",459,472,8,"9.028.ecd.7",453.331,1,1,"BN2 3JB",3,1,2,2,2,4,1,0,100,2,5,1,NA,NA,NA,10,8,10,7,8,9,10,3,3,1,1,1,NA,4,2250,10,"N/A",472,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00222469502211116,2,1,1,0.0625,105.588599298907
"415",460,467,8,"9.34b.4c9.b",469.283,1,1,"De7 4sq",1,-2,1,3,0,2,2,4,300,8,60,1,NA,NA,NA,9,7,9,7,7,9,10,3,3,1,0,1,NA,4,1250,10,"None",467,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0491902441907718,1,3,3,0.5625,89.1248000636381
"416",461,477,8,"93.62f.f8.c",442.109,1,1,"PL1 6AY",1,2,3,2,3,5,2,4,0,5,30,NA,2,1,NA,11,9,11,9,9,11,11,3,3,1,0,1,NA,5,2500,10,".",477,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0120725812342692,3,1,1,0.0625,112.4498548805
"417",462,488,8,"9bbb.a.e2.7",382.747,0,1,"HA5 4AW",3,2,1,3,-4,4,1,0,400,5,30,1,NA,NA,NA,11,8,8,5,7,8,9,4,1,1,0,0,"I suspect regulators just hire data gathering and consultancy services more to use up their budget, or to back up an already-decided policy, rather than it really informing their decisions that significantly.",4,5000,10,"I have to leave a comment, but I don't really have anything to say - so good luck with whatever you're doing!",488,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00601807232556302,1,3,3,0.5625,96.9778298459811
"418",463,456,8,"de3.75.7a.8",566.431,1,5,"CW1 4AP",1,2,2,2,2,2,2,4,200,6,40,1,NA,NA,NA,9,7,9,8,9,8,7,3,3,0,0,1,NA,4,750,10,"The survey was clear and interesting",456,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.054808236494995,2,1,1,0.0625,95.7700233514939
"419",464,470,8,"9.3c.e8f7.7",513.465,1,4,"GL2 2SA",1,2,2,3,-2,-1,1,0,800,3,10,1,NA,NA,NA,4,2,2,1,6,6,6,3,3,1,0,1,NA,4,2500,8,"No comments",470,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00400802139753882,2,3,3,0.5625,105.911608737673
"420",465,471,8,"9b9.d8.e8.6",526.663,1,2,"WR1 2EE",1,4,4,2,4,4,2,4,600,8,60,1,NA,NA,NA,9,9,11,11,11,11,11,3,3,1,0,1,NA,5,3500,10,"I think it was very clear and interesting",471,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.017291497110061,4,1,1,0.0625,120.334474829259
"421",466,484,8,"94.b5d.9c.3",445.468,0,4,"M33 5fu",1,3,4,1,4,3,2,4,100,5,30,1,NA,NA,NA,6,6,10,10,11,11,11,3,3,1,0,0,"It’s about money big corporations couldn’t care less",3,3500,10,"None",484,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00860837453660016,4,0,0,0,121.95630482241
"422",467,468,8,"4e.d5.457.7",556.489,0,3,"hx2 0sr",1,2,0,3,2,2,1,0,300,7,50,1,NA,NA,NA,10,7,9,7,9,10,10,3,3,0,0,1,NA,3,3500,10,"none",468,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0143887374520996,0,3,3,0.5625,87.1768909767244
"423",468,487,8,"9.18.acd0.c",463.258,1,2,"b76 1jr",2,0,0,4,2,3,1,0,300,6,40,2,NA,1,NA,6,1,6,6,6,6,6,3,3,0,0,0,"i think they will do what they want regardless",3,750,7,"none",487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.054808236494995,0,5,5,1.5625,81.3112129935744
"424",469,490,8,"c3.95.837.4",432.208,0,5,"Bt9 6TW",1,3,4,1,4,3,2,4,0,3,10,NA,1,NA,NA,10,8,10,8,10,10,11,4,3,0,1,1,NA,5,3500,7,"Large writing and bullet points",490,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00286123228103223,4,0,0,0,123.089505717584
"425",470,494,8,"53.8df.5e.7",179.686,0,1,"EH546NX",1,5,4,3,2,5,2,4,0,10,80,NA,1,NA,NA,11,9,11,11,9,10,11,3,3,0,1,0,"This is not the first survey of its type and so far has only really accomplished deceptive business strategies",4,250,10,"N/A",494,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.385662480811985,4,3,3,0.5625,56.4784147850382
"426",471,459,8,"c3.575.c1.6",674.683,1,1,"PO5 4PG",3,0,1,2,2,3,1,0,0,1,1,NA,1,NA,NA,11,3,8,3,9,10,10,3,3,0,0,0,"Potentially, it depends on the sample",5,2500,9,"The writing sometimes looked a little too much/overwhelming.   Larger font size or line spacing would be effective.",459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000400080021339691,1,1,1,0.0625,97.3713640097668
"427",472,464,8,"9b93.c0.e.0",654.04,1,5,"s43 2LD",1,5,3,2,3,4,2,4,400,9,70,1,NA,NA,NA,10,3,10,8,9,10,11,3,3,1,0,0,"I would hope so but being realistic, probably not enough to change policies",3,1250,10,"The survey is very clear. I do not think you need to change anything",464,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0576291128366364,3,1,1,0.0625,103.75741913631
"428",473,465,8,"9d.a2.f48.4",721.934,1,2,"EH54 9DT",1,4,4,2,4,4,2,4,0,2,5,NA,1,NA,NA,11,10,11,10,11,11,11,5,5,0,0,1,NA,5,3500,10,"no improvements",465,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00142959280959443,4,1,1,0.0625,123.458253264828
"429",474,460,8,"8c2.d.66b.0",764.452,1,1,"S25HG",1,5,3,2,3,3,2,4,0,3,10,NA,1,NA,NA,10,11,11,11,6,11,11,4,3,1,1,0,"Corporate interest wont be outweighed sadly.",4,1250,10,"none",460,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00803217169726427,3,1,1,0.0625,113.230208727811
"430",475,492,8,"9bb3.9.80.f",448.817,0,1,"g51 1lx",1,-2,-2,4,0,0,2,4,0,6,40,NA,1,NA,NA,11,2,6,6,6,6,6,3,3,0,1,1,NA,5,750,10,"n/a",492,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.054808236494995,-2,5,5,1.5625,66.1526047437405
"431",476,496,8,"93.6b8.2e.5",286.928,0,4,"CT5 2PW",1,3,4,2,3,3,1,0,800,3,10,1,NA,NA,NA,10,8,9,8,10,10,10,3,3,0,0,1,NA,5,2250,8,"None",496,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00445435034938031,4,1,1,0.0625,122.861122205384
"432",477,480,8,"148.7.f70.6",738.187,0,2,"BA3 2pb",1,4,3,2,3,1,1,0,500,4,20,1,NA,NA,NA,9,7,10,10,10,2,11,4,3,1,0,1,NA,2,2750,10,"None",480,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00729930248161161,3,1,1,0.0625,113.371908255989
"433",478,491,8,"9.9.20503.6",591.192,0,6,"wf170ll",1,1,-1,2,1,0,2,4,600,1,1,1,NA,NA,NA,11,8,9,7,7,8,9,4,3,0,0,1,NA,3,2500,10,"perhaps a bit more info. on the damage it does.",491,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000400080021339691,-1,1,1,0.0625,81.0052834100087
"434",479,482,8,"90.2a04.d.f",930.423,1,1,"SA2 0LB",1,2,3,3,1,5,1,0,600,9,70,2,NA,1,NA,11,3,11,5,11,11,11,3,3,1,0,0,"Policy that encourages a loss of profit, or an increase in difficulty in obtaining said profit, needs massive public and private backing that a single survey alone cannot achieve",4,2500,10,"Maybe ask about a person's knowledge of microplastics before beginning? I can't remember if that was done, also maybe about their primary sources of information about microplastics? I don't know beyond that this was a pretty good survey",482,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.028399474521698,3,3,3,0.5625,109.97975716942
"435",480,485,8,"90.ce0.2a.1",922.785,0,1,"hr9 7ej",1,2,3,2,2,4,2,4,600,8,60,1,NA,NA,NA,10,9,7,6,8,10,11,4,3,1,1,1,NA,4,2750,10,"no need for improvement,survey was fine",485,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0220597180647322,3,1,1,0.0625,110.527287167008
"436",481,497,8,"00.f8.024.4",464.481,1,1,"M46BZ",1,2,3,2,1,1,1,0,300,7,50,2,NA,1,NA,10,10,8,7,9,10,10,3,3,1,0,1,NA,5,1250,10,"maybe explain the harm of microplastics. or what you predict the harm is, if unknown",497,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0408219945202552,3,1,1,0.0625,106.94074160514
"437",482,493,8,"93.55.ad8.6",900.339,0,3,"ng37ed",1,3,0,2,0,4,2,4,200,9,70,1,NA,NA,NA,8,8,10,9,9,10,11,4,4,1,1,1,NA,4,4500,10,"More pictures I suppose.  Apart from that it was a very well put together survey.",493,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0156778127192298,0,1,1,0.0625,86.329738310664
"438",483,495,8,"97e.361.0.0",795.426,1,2,"EX1 3DS",3,3,2,2,2,2,1,0,500,9,70,1,NA,NA,NA,10,8,8,7,8,8,8,4,4,0,1,0,"didnt think surveys are powerful enough to convince",5,4500,10,"so far so good",495,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0156778127192298,2,1,1,0.0625,103.048022254209
"439",489,508,8,"acb.3.869.7",285.713,1,1,"Eh15 2lt",1,1,2,2,1,1,1,0,0,10,80,NA,2,4,NA,6,6,6,6,6,6,6,3,3,1,0,1,NA,4,3500,8,"N/A",508,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0231224174208543,2,1,1,0.0625,101.650298260475
"440",490,505,8,"9f.8fb2.7.b",340.474,1,3,"Sk10 1dd",1,5,5,2,5,5,2,4,200,4,20,1,NA,NA,NA,11,8,11,8,11,11,11,3,3,0,1,1,NA,5,2750,10,"No comments.",505,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00729930248161161,5,1,1,0.0625,131.384104496574
"441",491,498,8,"7d.95b.17.0",536.957,1,1,"Ne17 7pn",1,2,3,2,2,1,1,0,400,10,80,2,NA,1,NA,10,8,9,8,10,11,11,5,3,1,1,1,NA,5,4500,10,"Na",498,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0179377006866673,3,1,1,0.0625,111.319690213338
"442",492,504,8,"97.4fd.78.8",454.602,1,4,"NN3 9BB",1,5,5,1,5,5,1,0,200,5,30,1,NA,NA,NA,11,11,11,11,11,11,11,3,3,0,1,0,"Regulators and those they regulate are more concerned about profit",5,750,10,"The survey was perfectly clear to me",504,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0408219945202552,5,0,0,0,124.622837761204
"443",493,502,8,"93.6614.8.3",496.622,1,2,"pl4 7bq",1,4,4,2,4,5,1,0,600,5,30,1,NA,NA,NA,11,9,10,8,10,11,11,3,3,0,0,0,"Nothing ever changes, if anyone who could make a change wanted to it would have been done by now",5,3500,9,"I would like to say that I strongly believe that we need to limit the production of microplastics as much as possible and I answered the questions with that attitude but I am aware I am in the position where I can pay a little extra for eco products and there are others who would have to make their decisions based off of what they can afford rather than what they morally stand by.",502,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00860837453660016,4,1,1,0.0625,122.042156976538
"444",494,506,8,"c3.2a0.4e.0",464.112,1,2,"sa13ss",1,3,4,2,4,3,2,4,500,4,20,1,NA,NA,NA,10,9,10,9,10,9,10,4,4,1,0,1,NA,3,2750,3,"no comment",506,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00729930248161161,4,1,1,0.0625,122.300101982318
"445",495,507,8,"95.091.28.9",477.462,1,2,"ng9 5ed",1,5,5,3,5,5,1,0,300,1,1,1,NA,NA,NA,11,9,11,10,11,11,11,3,3,1,1,0,"I'd like to say yes but I feel regulators are slow initiate change",5,4500,10,"n/a",507,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000222246917238848,5,3,3,0.5625,133.502460602766
"446",496,509,8,"90.29d.23.7",457.25,1,4,"SG1 1XR",1,3,2,2,3,3,1,0,200,6,40,1,NA,NA,NA,10,9,9,9,10,10,10,3,3,1,0,1,NA,5,1750,9,"It was fine as is. But maybe more questions would get better results",509,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0231224174208543,2,1,1,0.0625,101.650298260475
